type,client,tx,amount
dispute,9496,18994,
chargeback,9496,18994,
deposit,9497,18994,2.0
dispute,9497,18994,
resolve,9497,18994,
withdrawal,9497,18995,1.5
dispute,9497,18995,
resolve,9497,18995,
deposit,9497,18996,2.0
dispute,9497,18996,
chargeback,9497,18996,
deposit,9498,18996,2.0
dispute,9498,18996,
resolve,9498,18996,
withdrawal,9498,18997,1.5
dispute,9498,18997,
resolve,9498,18997,
deposit,9498,18998,2.0
dispute,9498,18998,
chargeback,9498,18998,
deposit,9499,18998,2.0
dispute,9499,18998,
resolve,9499,18998,
withdrawal,9499,18999,1.5
dispute,9499,18999,
resolve,9499,18999,
deposit,9499,19000,2.0
dispute,9499,19000,
chargeback,9499,19000,
deposit,9500,19000,2.0
dispute,9500,19000,
resolve,9500,19000,
withdrawal,9500,19001,1.5
dispute,9500,19001,
resolve,9500,19001,
deposit,9500,19002,2.0
dispute,9500,19002,
chargeback,9500,19002,
deposit,9501,19002,2.0
dispute,9501,19002,
resolve,9501,19002,
withdrawal,9501,19003,1.5
dispute,9501,19003,
resolve,9501,19003,
deposit,9501,19004,2.0
dispute,9501,19004,
chargeback,9501,19004,
deposit,9502,19004,2.0
dispute,9502,19004,
resolve,9502,19004,
withdrawal,9502,19005,1.5
dispute,9502,19005,
resolve,9502,19005,
deposit,9502,19006,2.0
dispute,9502,19006,
chargeback,9502,19006,
deposit,9503,19006,2.0
dispute,9503,19006,
resolve,9503,19006,
withdrawal,9503,19007,1.5
dispute,9503,19007,
resolve,9503,19007,
deposit,9503,19008,2.0
dispute,9503,19008,
chargeback,9503,19008,
deposit,9504,19008,2.0
dispute,9504,19008,
resolve,9504,19008,
withdrawal,9504,19009,1.5
dispute,9504,19009,
resolve,9504,19009,
deposit,9504,19010,2.0
dispute,9504,19010,
chargeback,9504,19010,
deposit,9505,19010,2.0
dispute,9505,19010,
resolve,9505,19010,
withdrawal,9505,19011,1.5
dispute,9505,19011,
resolve,9505,19011,
deposit,9505,19012,2.0
dispute,9505,19012,
chargeback,9505,19012,
deposit,9506,19012,2.0
dispute,9506,19012,
resolve,9506,19012,
withdrawal,9506,19013,1.5
dispute,9506,19013,
resolve,9506,19013,
deposit,9506,19014,2.0
dispute,9506,19014,
chargeback,9506,19014,
deposit,9507,19014,2.0
dispute,9507,19014,
resolve,9507,19014,
withdrawal,9507,19015,1.5
dispute,9507,19015,
resolve,9507,19015,
deposit,9507,19016,2.0
dispute,9507,19016,
chargeback,9507,19016,
deposit,9508,19016,2.0
dispute,9508,19016,
resolve,9508,19016,
withdrawal,9508,19017,1.5
dispute,9508,19017,
resolve,9508,19017,
deposit,9508,19018,2.0
dispute,9508,19018,
chargeback,9508,19018,
deposit,9509,19018,2.0
dispute,9509,19018,
resolve,9509,19018,
withdrawal,9509,19019,1.5
dispute,9509,19019,
resolve,9509,19019,
deposit,9509,19020,2.0
dispute,9509,19020,
chargeback,9509,19020,
deposit,9510,19020,2.0
dispute,9510,19020,
resolve,9510,19020,
withdrawal,9510,19021,1.5
dispute,9510,19021,
resolve,9510,19021,
deposit,9510,19022,2.0
dispute,9510,19022,
chargeback,9510,19022,
deposit,9511,19022,2.0
dispute,9511,19022,
resolve,9511,19022,
withdrawal,9511,19023,1.5
dispute,9511,19023,
resolve,9511,19023,
deposit,9511,19024,2.0
dispute,9511,19024,
chargeback,9511,19024,
deposit,9512,19024,2.0
dispute,9512,19024,
resolve,9512,19024,
withdrawal,9512,19025,1.5
dispute,9512,19025,
resolve,9512,19025,
deposit,9512,19026,2.0
dispute,9512,19026,
chargeback,9512,19026,
deposit,9513,19026,2.0
dispute,9513,19026,
resolve,9513,19026,
withdrawal,9513,19027,1.5
dispute,9513,19027,
resolve,9513,19027,
deposit,9513,19028,2.0
dispute,9513,19028,
chargeback,9513,19028,
deposit,9514,19028,2.0
dispute,9514,19028,
resolve,9514,19028,
withdrawal,9514,19029,1.5
dispute,9514,19029,
resolve,9514,19029,
deposit,9514,19030,2.0
dispute,9514,19030,
chargeback,9514,19030,
deposit,9515,19030,2.0
dispute,9515,19030,
resolve,9515,19030,
withdrawal,9515,19031,1.5
dispute,9515,19031,
resolve,9515,19031,
deposit,9515,19032,2.0
dispute,9515,19032,
chargeback,9515,19032,
deposit,9516,19032,2.0
dispute,9516,19032,
resolve,9516,19032,
withdrawal,9516,19033,1.5
dispute,9516,19033,
resolve,9516,19033,
deposit,9516,19034,2.0
dispute,9516,19034,
chargeback,9516,19034,
deposit,9517,19034,2.0
dispute,9517,19034,
resolve,9517,19034,
withdrawal,9517,19035,1.5
dispute,9517,19035,
resolve,9517,19035,
deposit,9517,19036,2.0
dispute,9517,19036,
chargeback,9517,19036,
deposit,9518,19036,2.0
dispute,9518,19036,
resolve,9518,19036,
withdrawal,9518,19037,1.5
dispute,9518,19037,
resolve,9518,19037,
deposit,9518,19038,2.0
dispute,9518,19038,
chargeback,9518,19038,
deposit,9519,19038,2.0
dispute,9519,19038,
resolve,9519,19038,
withdrawal,9519,19039,1.5
dispute,9519,19039,
resolve,9519,19039,
deposit,9519,19040,2.0
dispute,9519,19040,
chargeback,9519,19040,
deposit,9520,19040,2.0
dispute,9520,19040,
resolve,9520,19040,
withdrawal,9520,19041,1.5
dispute,9520,19041,
resolve,9520,19041,
deposit,9520,19042,2.0
dispute,9520,19042,
chargeback,9520,19042,
deposit,9521,19042,2.0
dispute,9521,19042,
resolve,9521,19042,
withdrawal,9521,19043,1.5
dispute,9521,19043,
resolve,9521,19043,
deposit,9521,19044,2.0
dispute,9521,19044,
chargeback,9521,19044,
deposit,9522,19044,2.0
dispute,9522,19044,
resolve,9522,19044,
withdrawal,9522,19045,1.5
dispute,9522,19045,
resolve,9522,19045,
deposit,9522,19046,2.0
dispute,9522,19046,
chargeback,9522,19046,
deposit,9523,19046,2.0
dispute,9523,19046,
resolve,9523,19046,
withdrawal,9523,19047,1.5
dispute,9523,19047,
resolve,9523,19047,
deposit,9523,19048,2.0
dispute,9523,19048,
chargeback,9523,19048,
deposit,9524,19048,2.0
dispute,9524,19048,
resolve,9524,19048,
withdrawal,9524,19049,1.5
dispute,9524,19049,
resolve,9524,19049,
deposit,9524,19050,2.0
dispute,9524,19050,
chargeback,9524,19050,
deposit,9525,19050,2.0
dispute,9525,19050,
resolve,9525,19050,
withdrawal,9525,19051,1.5
dispute,9525,19051,
resolve,9525,19051,
deposit,9525,19052,2.0
dispute,9525,19052,
chargeback,9525,19052,
deposit,9526,19052,2.0
dispute,9526,19052,
resolve,9526,19052,
withdrawal,9526,19053,1.5
dispute,9526,19053,
resolve,9526,19053,
deposit,9526,19054,2.0
dispute,9526,19054,
chargeback,9526,19054,
deposit,9527,19054,2.0
dispute,9527,19054,
resolve,9527,19054,
withdrawal,9527,19055,1.5
dispute,9527,19055,
resolve,9527,19055,
deposit,9527,19056,2.0
dispute,9527,19056,
chargeback,9527,19056,
deposit,9528,19056,2.0
dispute,9528,19056,
resolve,9528,19056,
withdrawal,9528,19057,1.5
dispute,9528,19057,
resolve,9528,19057,
deposit,9528,19058,2.0
dispute,9528,19058,
chargeback,9528,19058,
deposit,9529,19058,2.0
dispute,9529,19058,
resolve,9529,19058,
withdrawal,9529,19059,1.5
dispute,9529,19059,
resolve,9529,19059,
deposit,9529,19060,2.0
dispute,9529,19060,
chargeback,9529,19060,
deposit,9530,19060,2.0
dispute,9530,19060,
resolve,9530,19060,
withdrawal,9530,19061,1.5
dispute,9530,19061,
resolve,9530,19061,
deposit,9530,19062,2.0
dispute,9530,19062,
chargeback,9530,19062,
deposit,9531,19062,2.0
dispute,9531,19062,
resolve,9531,19062,
withdrawal,9531,19063,1.5
dispute,9531,19063,
resolve,9531,19063,
deposit,9531,19064,2.0
dispute,9531,19064,
chargeback,9531,19064,
deposit,9532,19064,2.0
dispute,9532,19064,
resolve,9532,19064,
withdrawal,9532,19065,1.5
dispute,9532,19065,
resolve,9532,19065,
deposit,9532,19066,2.0
dispute,9532,19066,
chargeback,9532,19066,
deposit,9533,19066,2.0
dispute,9533,19066,
resolve,9533,19066,
withdrawal,9533,19067,1.5
dispute,9533,19067,
resolve,9533,19067,
deposit,9533,19068,2.0
dispute,9533,19068,
chargeback,9533,19068,
deposit,9534,19068,2.0
dispute,9534,19068,
resolve,9534,19068,
withdrawal,9534,19069,1.5
dispute,9534,19069,
resolve,9534,19069,
deposit,9534,19070,2.0
dispute,9534,19070,
chargeback,9534,19070,
deposit,9535,19070,2.0
dispute,9535,19070,
resolve,9535,19070,
withdrawal,9535,19071,1.5
dispute,9535,19071,
resolve,9535,19071,
deposit,9535,19072,2.0
dispute,9535,19072,
chargeback,9535,19072,
deposit,9536,19072,2.0
dispute,9536,19072,
resolve,9536,19072,
withdrawal,9536,19073,1.5
dispute,9536,19073,
resolve,9536,19073,
deposit,9536,19074,2.0
dispute,9536,19074,
chargeback,9536,19074,
deposit,9537,19074,2.0
dispute,9537,19074,
resolve,9537,19074,
withdrawal,9537,19075,1.5
dispute,9537,19075,
resolve,9537,19075,
deposit,9537,19076,2.0
dispute,9537,19076,
chargeback,9537,19076,
deposit,9538,19076,2.0
dispute,9538,19076,
resolve,9538,19076,
withdrawal,9538,19077,1.5
dispute,9538,19077,
resolve,9538,19077,
deposit,9538,19078,2.0
dispute,9538,19078,
chargeback,9538,19078,
deposit,9539,19078,2.0
dispute,9539,19078,
resolve,9539,19078,
withdrawal,9539,19079,1.5
dispute,9539,19079,
resolve,9539,19079,
deposit,9539,19080,2.0
dispute,9539,19080,
chargeback,9539,19080,
deposit,9540,19080,2.0
dispute,9540,19080,
resolve,9540,19080,
withdrawal,9540,19081,1.5
dispute,9540,19081,
resolve,9540,19081,
deposit,9540,19082,2.0
dispute,9540,19082,
chargeback,9540,19082,
deposit,9541,19082,2.0
dispute,9541,19082,
resolve,9541,19082,
withdrawal,9541,19083,1.5
dispute,9541,19083,
resolve,9541,19083,
deposit,9541,19084,2.0
dispute,9541,19084,
chargeback,9541,19084,
deposit,9542,19084,2.0
dispute,9542,19084,
resolve,9542,19084,
withdrawal,9542,19085,1.5
dispute,9542,19085,
resolve,9542,19085,
deposit,9542,19086,2.0
dispute,9542,19086,
chargeback,9542,19086,
deposit,9543,19086,2.0
dispute,9543,19086,
resolve,9543,19086,
withdrawal,9543,19087,1.5
dispute,9543,19087,
resolve,9543,19087,
deposit,9543,19088,2.0
dispute,9543,19088,
chargeback,9543,19088,
deposit,9544,19088,2.0
dispute,9544,19088,
resolve,9544,19088,
withdrawal,9544,19089,1.5
dispute,9544,19089,
resolve,9544,19089,
deposit,9544,19090,2.0
dispute,9544,19090,
chargeback,9544,19090,
deposit,9545,19090,2.0
dispute,9545,19090,
resolve,9545,19090,
withdrawal,9545,19091,1.5
dispute,9545,19091,
resolve,9545,19091,
deposit,9545,19092,2.0
dispute,9545,19092,
chargeback,9545,19092,
deposit,9546,19092,2.0
dispute,9546,19092,
resolve,9546,19092,
withdrawal,9546,19093,1.5
dispute,9546,19093,
resolve,9546,19093,
deposit,9546,19094,2.0
dispute,9546,19094,
chargeback,9546,19094,
deposit,9547,19094,2.0
dispute,9547,19094,
resolve,9547,19094,
withdrawal,9547,19095,1.5
dispute,9547,19095,
resolve,9547,19095,
deposit,9547,19096,2.0
dispute,9547,19096,
chargeback,9547,19096,
deposit,9548,19096,2.0
dispute,9548,19096,
resolve,9548,19096,
withdrawal,9548,19097,1.5
dispute,9548,19097,
resolve,9548,19097,
deposit,9548,19098,2.0
dispute,9548,19098,
chargeback,9548,19098,
deposit,9549,19098,2.0
dispute,9549,19098,
resolve,9549,19098,
withdrawal,9549,19099,1.5
dispute,9549,19099,
resolve,9549,19099,
deposit,9549,19100,2.0
dispute,9549,19100,
chargeback,9549,19100,
deposit,9550,19100,2.0
dispute,9550,19100,
resolve,9550,19100,
withdrawal,9550,19101,1.5
dispute,9550,19101,
resolve,9550,19101,
deposit,9550,19102,2.0
dispute,9550,19102,
chargeback,9550,19102,
deposit,9551,19102,2.0
dispute,9551,19102,
resolve,9551,19102,
withdrawal,9551,19103,1.5
dispute,9551,19103,
resolve,9551,19103,
deposit,9551,19104,2.0
dispute,9551,19104,
chargeback,9551,19104,
deposit,9552,19104,2.0
dispute,9552,19104,
resolve,9552,19104,
withdrawal,9552,19105,1.5
dispute,9552,19105,
resolve,9552,19105,
deposit,9552,19106,2.0
dispute,9552,19106,
chargeback,9552,19106,
deposit,9553,19106,2.0
dispute,9553,19106,
resolve,9553,19106,
withdrawal,9553,19107,1.5
dispute,9553,19107,
resolve,9553,19107,
deposit,9553,19108,2.0
dispute,9553,19108,
chargeback,9553,19108,
deposit,9554,19108,2.0
dispute,9554,19108,
resolve,9554,19108,
withdrawal,9554,19109,1.5
dispute,9554,19109,
resolve,9554,19109,
deposit,9554,19110,2.0
dispute,9554,19110,
chargeback,9554,19110,
deposit,9555,19110,2.0
dispute,9555,19110,
resolve,9555,19110,
withdrawal,9555,19111,1.5
dispute,9555,19111,
resolve,9555,19111,
deposit,9555,19112,2.0
dispute,9555,19112,
chargeback,9555,19112,
deposit,9556,19112,2.0
dispute,9556,19112,
resolve,9556,19112,
withdrawal,9556,19113,1.5
dispute,9556,19113,
resolve,9556,19113,
deposit,9556,19114,2.0
dispute,9556,19114,
chargeback,9556,19114,
deposit,9557,19114,2.0
dispute,9557,19114,
resolve,9557,19114,
withdrawal,9557,19115,1.5
dispute,9557,19115,
resolve,9557,19115,
deposit,9557,19116,2.0
dispute,9557,19116,
chargeback,9557,19116,
deposit,9558,19116,2.0
dispute,9558,19116,
resolve,9558,19116,
withdrawal,9558,19117,1.5
dispute,9558,19117,
resolve,9558,19117,
deposit,9558,19118,2.0
dispute,9558,19118,
chargeback,9558,19118,
deposit,9559,19118,2.0
dispute,9559,19118,
resolve,9559,19118,
withdrawal,9559,19119,1.5
dispute,9559,19119,
resolve,9559,19119,
deposit,9559,19120,2.0
dispute,9559,19120,
chargeback,9559,19120,
deposit,9560,19120,2.0
dispute,9560,19120,
resolve,9560,19120,
withdrawal,9560,19121,1.5
dispute,9560,19121,
resolve,9560,19121,
deposit,9560,19122,2.0
dispute,9560,19122,
chargeback,9560,19122,
deposit,9561,19122,2.0
dispute,9561,19122,
resolve,9561,19122,
withdrawal,9561,19123,1.5
dispute,9561,19123,
resolve,9561,19123,
deposit,9561,19124,2.0
dispute,9561,19124,
chargeback,9561,19124,
deposit,9562,19124,2.0
dispute,9562,19124,
resolve,9562,19124,
withdrawal,9562,19125,1.5
dispute,9562,19125,
resolve,9562,19125,
deposit,9562,19126,2.0
dispute,9562,19126,
chargeback,9562,19126,
deposit,9563,19126,2.0
dispute,9563,19126,
resolve,9563,19126,
withdrawal,9563,19127,1.5
dispute,9563,19127,
resolve,9563,19127,
deposit,9563,19128,2.0
dispute,9563,19128,
chargeback,9563,19128,
deposit,9564,19128,2.0
dispute,9564,19128,
resolve,9564,19128,
withdrawal,9564,19129,1.5
dispute,9564,19129,
resolve,9564,19129,
deposit,9564,19130,2.0
dispute,9564,19130,
chargeback,9564,19130,
deposit,9565,19130,2.0
dispute,9565,19130,
resolve,9565,19130,
withdrawal,9565,19131,1.5
dispute,9565,19131,
resolve,9565,19131,
deposit,9565,19132,2.0
dispute,9565,19132,
chargeback,9565,19132,
deposit,9566,19132,2.0
dispute,9566,19132,
resolve,9566,19132,
withdrawal,9566,19133,1.5
dispute,9566,19133,
resolve,9566,19133,
deposit,9566,19134,2.0
dispute,9566,19134,
chargeback,9566,19134,
deposit,9567,19134,2.0
dispute,9567,19134,
resolve,9567,19134,
withdrawal,9567,19135,1.5
dispute,9567,19135,
resolve,9567,19135,
deposit,9567,19136,2.0
dispute,9567,19136,
chargeback,9567,19136,
deposit,9568,19136,2.0
dispute,9568,19136,
resolve,9568,19136,
withdrawal,9568,19137,1.5
dispute,9568,19137,
resolve,9568,19137,
deposit,9568,19138,2.0
dispute,9568,19138,
chargeback,9568,19138,
deposit,9569,19138,2.0
dispute,9569,19138,
resolve,9569,19138,
withdrawal,9569,19139,1.5
dispute,9569,19139,
resolve,9569,19139,
deposit,9569,19140,2.0
dispute,9569,19140,
chargeback,9569,19140,
deposit,9570,19140,2.0
dispute,9570,19140,
resolve,9570,19140,
withdrawal,9570,19141,1.5
dispute,9570,19141,
resolve,9570,19141,
deposit,9570,19142,2.0
dispute,9570,19142,
chargeback,9570,19142,
deposit,9571,19142,2.0
dispute,9571,19142,
resolve,9571,19142,
withdrawal,9571,19143,1.5
dispute,9571,19143,
resolve,9571,19143,
deposit,9571,19144,2.0
dispute,9571,19144,
chargeback,9571,19144,
deposit,9572,19144,2.0
dispute,9572,19144,
resolve,9572,19144,
withdrawal,9572,19145,1.5
dispute,9572,19145,
resolve,9572,19145,
deposit,9572,19146,2.0
dispute,9572,19146,
chargeback,9572,19146,
deposit,9573,19146,2.0
dispute,9573,19146,
resolve,9573,19146,
withdrawal,9573,19147,1.5
dispute,9573,19147,
resolve,9573,19147,
deposit,9573,19148,2.0
dispute,9573,19148,
chargeback,9573,19148,
deposit,9574,19148,2.0
dispute,9574,19148,
resolve,9574,19148,
withdrawal,9574,19149,1.5
dispute,9574,19149,
resolve,9574,19149,
deposit,9574,19150,2.0
dispute,9574,19150,
chargeback,9574,19150,
deposit,9575,19150,2.0
dispute,9575,19150,
resolve,9575,19150,
withdrawal,9575,19151,1.5
dispute,9575,19151,
resolve,9575,19151,
deposit,9575,19152,2.0
dispute,9575,19152,
chargeback,9575,19152,
deposit,9576,19152,2.0
dispute,9576,19152,
resolve,9576,19152,
withdrawal,9576,19153,1.5
dispute,9576,19153,
resolve,9576,19153,
deposit,9576,19154,2.0
dispute,9576,19154,
chargeback,9576,19154,
deposit,9577,19154,2.0
dispute,9577,19154,
resolve,9577,19154,
withdrawal,9577,19155,1.5
dispute,9577,19155,
resolve,9577,19155,
deposit,9577,19156,2.0
dispute,9577,19156,
chargeback,9577,19156,
deposit,9578,19156,2.0
dispute,9578,19156,
resolve,9578,19156,
withdrawal,9578,19157,1.5
dispute,9578,19157,
resolve,9578,19157,
deposit,9578,19158,2.0
dispute,9578,19158,
chargeback,9578,19158,
deposit,9579,19158,2.0
dispute,9579,19158,
resolve,9579,19158,
withdrawal,9579,19159,1.5
dispute,9579,19159,
resolve,9579,19159,
deposit,9579,19160,2.0
dispute,9579,19160,
chargeback,9579,19160,
deposit,9580,19160,2.0
dispute,9580,19160,
resolve,9580,19160,
withdrawal,9580,19161,1.5
dispute,9580,19161,
resolve,9580,19161,
deposit,9580,19162,2.0
dispute,9580,19162,
chargeback,9580,19162,
deposit,9581,19162,2.0
dispute,9581,19162,
resolve,9581,19162,
withdrawal,9581,19163,1.5
dispute,9581,19163,
resolve,9581,19163,
deposit,9581,19164,2.0
dispute,9581,19164,
chargeback,9581,19164,
deposit,9582,19164,2.0
dispute,9582,19164,
resolve,9582,19164,
withdrawal,9582,19165,1.5
dispute,9582,19165,
resolve,9582,19165,
deposit,9582,19166,2.0
dispute,9582,19166,
chargeback,9582,19166,
deposit,9583,19166,2.0
dispute,9583,19166,
resolve,9583,19166,
withdrawal,9583,19167,1.5
dispute,9583,19167,
resolve,9583,19167,
deposit,9583,19168,2.0
dispute,9583,19168,
chargeback,9583,19168,
deposit,9584,19168,2.0
dispute,9584,19168,
resolve,9584,19168,
withdrawal,9584,19169,1.5
dispute,9584,19169,
resolve,9584,19169,
deposit,9584,19170,2.0
dispute,9584,19170,
chargeback,9584,19170,
deposit,9585,19170,2.0
dispute,9585,19170,
resolve,9585,19170,
withdrawal,9585,19171,1.5
dispute,9585,19171,
resolve,9585,19171,
deposit,9585,19172,2.0
dispute,9585,19172,
chargeback,9585,19172,
deposit,9586,19172,2.0
dispute,9586,19172,
resolve,9586,19172,
withdrawal,9586,19173,1.5
dispute,9586,19173,
resolve,9586,19173,
deposit,9586,19174,2.0
dispute,9586,19174,
chargeback,9586,19174,
deposit,9587,19174,2.0
dispute,9587,19174,
resolve,9587,19174,
withdrawal,9587,19175,1.5
dispute,9587,19175,
resolve,9587,19175,
deposit,9587,19176,2.0
dispute,9587,19176,
chargeback,9587,19176,
deposit,9588,19176,2.0
dispute,9588,19176,
resolve,9588,19176,
withdrawal,9588,19177,1.5
dispute,9588,19177,
resolve,9588,19177,
deposit,9588,19178,2.0
dispute,9588,19178,
chargeback,9588,19178,
deposit,9589,19178,2.0
dispute,9589,19178,
resolve,9589,19178,
withdrawal,9589,19179,1.5
dispute,9589,19179,
resolve,9589,19179,
deposit,9589,19180,2.0
dispute,9589,19180,
chargeback,9589,19180,
deposit,9590,19180,2.0
dispute,9590,19180,
resolve,9590,19180,
withdrawal,9590,19181,1.5
dispute,9590,19181,
resolve,9590,19181,
deposit,9590,19182,2.0
dispute,9590,19182,
chargeback,9590,19182,
deposit,9591,19182,2.0
dispute,9591,19182,
resolve,9591,19182,
withdrawal,9591,19183,1.5
dispute,9591,19183,
resolve,9591,19183,
deposit,9591,19184,2.0
dispute,9591,19184,
chargeback,9591,19184,
deposit,9592,19184,2.0
dispute,9592,19184,
resolve,9592,19184,
withdrawal,9592,19185,1.5
dispute,9592,19185,
resolve,9592,19185,
deposit,9592,19186,2.0
dispute,9592,19186,
chargeback,9592,19186,
deposit,9593,19186,2.0
dispute,9593,19186,
resolve,9593,19186,
withdrawal,9593,19187,1.5
dispute,9593,19187,
resolve,9593,19187,
deposit,9593,19188,2.0
dispute,9593,19188,
chargeback,9593,19188,
deposit,9594,19188,2.0
dispute,9594,19188,
resolve,9594,19188,
withdrawal,9594,19189,1.5
dispute,9594,19189,
resolve,9594,19189,
deposit,9594,19190,2.0
dispute,9594,19190,
chargeback,9594,19190,
deposit,9595,19190,2.0
dispute,9595,19190,
resolve,9595,19190,
withdrawal,9595,19191,1.5
dispute,9595,19191,
resolve,9595,19191,
deposit,9595,19192,2.0
dispute,9595,19192,
chargeback,9595,19192,
deposit,9596,19192,2.0
dispute,9596,19192,
resolve,9596,19192,
withdrawal,9596,19193,1.5
dispute,9596,19193,
resolve,9596,19193,
deposit,9596,19194,2.0
dispute,9596,19194,
chargeback,9596,19194,
deposit,9597,19194,2.0
dispute,9597,19194,
resolve,9597,19194,
withdrawal,9597,19195,1.5
dispute,9597,19195,
resolve,9597,19195,
deposit,9597,19196,2.0
dispute,9597,19196,
chargeback,9597,19196,
deposit,9598,19196,2.0
dispute,9598,19196,
resolve,9598,19196,
withdrawal,9598,19197,1.5
dispute,9598,19197,
resolve,9598,19197,
deposit,9598,19198,2.0
dispute,9598,19198,
chargeback,9598,19198,
deposit,9599,19198,2.0
dispute,9599,19198,
resolve,9599,19198,
withdrawal,9599,19199,1.5
dispute,9599,19199,
resolve,9599,19199,
deposit,9599,19200,2.0
dispute,9599,19200,
chargeback,9599,19200,
deposit,9600,19200,2.0
dispute,9600,19200,
resolve,9600,19200,
withdrawal,9600,19201,1.5
dispute,9600,19201,
resolve,9600,19201,
deposit,9600,19202,2.0
dispute,9600,19202,
chargeback,9600,19202,
deposit,9601,19202,2.0
dispute,9601,19202,
resolve,9601,19202,
withdrawal,9601,19203,1.5
dispute,9601,19203,
resolve,9601,19203,
deposit,9601,19204,2.0
dispute,9601,19204,
chargeback,9601,19204,
deposit,9602,19204,2.0
dispute,9602,19204,
resolve,9602,19204,
withdrawal,9602,19205,1.5
dispute,9602,19205,
resolve,9602,19205,
deposit,9602,19206,2.0
dispute,9602,19206,
chargeback,9602,19206,
deposit,9603,19206,2.0
dispute,9603,19206,
resolve,9603,19206,
withdrawal,9603,19207,1.5
dispute,9603,19207,
resolve,9603,19207,
deposit,9603,19208,2.0
dispute,9603,19208,
chargeback,9603,19208,
deposit,9604,19208,2.0
dispute,9604,19208,
resolve,9604,19208,
withdrawal,9604,19209,1.5
dispute,9604,19209,
resolve,9604,19209,
deposit,9604,19210,2.0
dispute,9604,19210,
chargeback,9604,19210,
deposit,9605,19210,2.0
dispute,9605,19210,
resolve,9605,19210,
withdrawal,9605,19211,1.5
dispute,9605,19211,
resolve,9605,19211,
deposit,9605,19212,2.0
dispute,9605,19212,
chargeback,9605,19212,
deposit,9606,19212,2.0
dispute,9606,19212,
resolve,9606,19212,
withdrawal,9606,19213,1.5
dispute,9606,19213,
resolve,9606,19213,
deposit,9606,19214,2.0
dispute,9606,19214,
chargeback,9606,19214,
deposit,9607,19214,2.0
dispute,9607,19214,
resolve,9607,19214,
withdrawal,9607,19215,1.5
dispute,9607,19215,
resolve,9607,19215,
deposit,9607,19216,2.0
dispute,9607,19216,
chargeback,9607,19216,
deposit,9608,19216,2.0
dispute,9608,19216,
resolve,9608,19216,
withdrawal,9608,19217,1.5
dispute,9608,19217,
resolve,9608,19217,
deposit,9608,19218,2.0
dispute,9608,19218,
chargeback,9608,19218,
deposit,9609,19218,2.0
dispute,9609,19218,
resolve,9609,19218,
withdrawal,9609,19219,1.5
dispute,9609,19219,
resolve,9609,19219,
deposit,9609,19220,2.0
dispute,9609,19220,
chargeback,9609,19220,
deposit,9610,19220,2.0
dispute,9610,19220,
resolve,9610,19220,
withdrawal,9610,19221,1.5
dispute,9610,19221,
resolve,9610,19221,
deposit,9610,19222,2.0
dispute,9610,19222,
chargeback,9610,19222,
deposit,9611,19222,2.0
dispute,9611,19222,
resolve,9611,19222,
withdrawal,9611,19223,1.5
dispute,9611,19223,
resolve,9611,19223,
deposit,9611,19224,2.0
dispute,9611,19224,
chargeback,9611,19224,
deposit,9612,19224,2.0
dispute,9612,19224,
resolve,9612,19224,
withdrawal,9612,19225,1.5
dispute,9612,19225,
resolve,9612,19225,
deposit,9612,19226,2.0
dispute,9612,19226,
chargeback,9612,19226,
deposit,9613,19226,2.0
dispute,9613,19226,
resolve,9613,19226,
withdrawal,9613,19227,1.5
dispute,9613,19227,
resolve,9613,19227,
deposit,9613,19228,2.0
dispute,9613,19228,
chargeback,9613,19228,
deposit,9614,19228,2.0
dispute,9614,19228,
resolve,9614,19228,
withdrawal,9614,19229,1.5
dispute,9614,19229,
resolve,9614,19229,
deposit,9614,19230,2.0
dispute,9614,19230,
chargeback,9614,19230,
deposit,9615,19230,2.0
dispute,9615,19230,
resolve,9615,19230,
withdrawal,9615,19231,1.5
dispute,9615,19231,
resolve,9615,19231,
deposit,9615,19232,2.0
dispute,9615,19232,
chargeback,9615,19232,
deposit,9616,19232,2.0
dispute,9616,19232,
resolve,9616,19232,
withdrawal,9616,19233,1.5
dispute,9616,19233,
resolve,9616,19233,
deposit,9616,19234,2.0
dispute,9616,19234,
chargeback,9616,19234,
deposit,9617,19234,2.0
dispute,9617,19234,
resolve,9617,19234,
withdrawal,9617,19235,1.5
dispute,9617,19235,
resolve,9617,19235,
deposit,9617,19236,2.0
dispute,9617,19236,
chargeback,9617,19236,
deposit,9618,19236,2.0
dispute,9618,19236,
resolve,9618,19236,
withdrawal,9618,19237,1.5
dispute,9618,19237,
resolve,9618,19237,
deposit,9618,19238,2.0
dispute,9618,19238,
chargeback,9618,19238,
deposit,9619,19238,2.0
dispute,9619,19238,
resolve,9619,19238,
withdrawal,9619,19239,1.5
dispute,9619,19239,
resolve,9619,19239,
deposit,9619,19240,2.0
dispute,9619,19240,
chargeback,9619,19240,
deposit,9620,19240,2.0
dispute,9620,19240,
resolve,9620,19240,
withdrawal,9620,19241,1.5
dispute,9620,19241,
resolve,9620,19241,
deposit,9620,19242,2.0
dispute,9620,19242,
chargeback,9620,19242,
deposit,9621,19242,2.0
dispute,9621,19242,
resolve,9621,19242,
withdrawal,9621,19243,1.5
dispute,9621,19243,
resolve,9621,19243,
deposit,9621,19244,2.0
dispute,9621,19244,
chargeback,9621,19244,
deposit,9622,19244,2.0
dispute,9622,19244,
resolve,9622,19244,
withdrawal,9622,19245,1.5
dispute,9622,19245,
resolve,9622,19245,
deposit,9622,19246,2.0
